reviews,sentiment
eleven year old guitar player happy capo easy use adjust good capo,Positive
love capo electric guitar adjust tension position neck easily tried expensive capo one winner planet wave capo,Positive
price point good capo know put one use use lesson case kid steal not losing g capo great capo price great capo,Positive
instrument work well yamaha guitarelele nylon string steel string want pressure advise getting n capo not lite prefer one model buy heavy one,Negative
turn knob every time want use pain oh well cheap enough around ok,Neutral
awesome capo sleek light easy install one hand look nice instrument use n capo gibson sg special faded exactly supposed love dial easy use let set right amount pressure still bend string fret buzz awesome product much better using kyser put guitar tune leaf gouge neck sound great sg acoustic wondering yes clamp headstock tighten enough think also depends width headstock work great capo,Positive
nothing not like capo two played guitar year used type capo like one low profile fact provide pressure fretboard turning knob tighten rather rely spring clip type take second longer install clip type like result better great capo,Positive
not sure one darn easy use work quite well still use kayser stuff great backup surprisingly good,Positive
ordered one worked nicely ordered adjust tension precisely fit guitar minimize string stress de tuning time move capo nice product nice capo perfect classical guitar,Positive
nice product use would recommend anyone small enough way playing nice,Positive
great item sturdy week small light durable hold string perfectly great capo great light efficient,Positive
nice easy use capo price great got several use guitar class someone capo need one good capo,Positive
work well arrived fast problem work described good purchase low priced capo work acoustic electric good,Positive
purchased classical guitar traditional steel string capo available not thinking used nylon sting time realized damaged string point replaced along string order added capo not happen pro small lightweight well made not look great also appear high quality adjustable unlike steel string capo us screw knob tighten not spring loaded allows finely tune capo add enough pressure bar fret not damage sting work steel string yep found self needing capo another guitar saw reason not work gave try performed wonderfully using full time steel string great know pinch use need great capo thats gentle nylon string one get perfect classical nylon string guitar,Positive
always seem tune spring loaded capo rarely tune one highly recommend love,Positive
ordered one like planet wave capo lot believe older metal version not lite however one not screw enough hold string especially lower fret neck little thinner martin jumbo acoustic barely bend string behind fret not enough prevent buzzing fretting hand naturally push capo back position quite easily playing open chord not sure plastic version issue appears identical design old metal one seem defective part bent missing far tell unless happen get one shorter normal screw recommend guitar without thick neck recommendation classic kyser capo thats dependable quicker apply remove also attache headstock effortlessly not use looking screw style would look older version avoid lite not clamp tightly enough,Negative
little history guitar player forty odd odd year first thirty tuned ear starting guessing low e sounded like tuning five string fretting listening tuning could never understand tuning often sounded perfect one chord yet remained others took quite long time get right ten year ago thought figured problem thought guess true e got e tuning fork cycle used tune first string always done fretted tuned five not much better result kept tune retune quite get chord sound right year tried tuning six string believed accurately tuned piano well ear tone available online nothing gave better tuning first try saw ad chromatic tuner lightening struck realization many led closer near perfect tuning first go round first realized say e not one note range literally hundred perhaps even thousand specific tone true every note akin guess realization child matter many shade blue box crayon chanced precise shade want specific drawing rare purchasing first chromatic tuner ct manufactured switchmucic sold musiciansfriend com moved long way along continuum learning accurate tuning however tuner least two limitation firstly construction rather light flimsy work ok second limitation conaused buy korg price korg built tone generator speaker allowing option tuning way rather single option tone made instrument read metered back tuner plug electric instrument far tell accuracy similar prefer korg reason mentioned additionally korg manually recalibrated special tuning need remembers original tuning tone return standard usage nice extra piece flexibility lcd meter easy read colored light tell right away whether sharp flat much right point surprising interest tuning fork used year turn profoundly flat shock given grown learning tuning fork gave perfect tone saved reminder thing not promoted guess round pitch pipe m sweeny used tune class th grade probably not quite precise would presumed finally marvelous little inexpensive device well constructed accurate flexible allow many different tuning need situation circumstance assume still higher place learning curve area rise right using regularly stringed instrument two six string martin twelve string epiphone frailing banjo time save tuning string alone make price not discovered chromatic tuning maybe really last one discover thing suggest immediately spend time enjoying pleasure making music rather sitting frustration trying adjust tuning ear sound really right perhaps people perfect pitch nicely without chromatic tuner not one ice age new age cheap,Positive
inexpensive difficult use anywhere noise used several year backup nice part calibrate tuning although probably would not used musician think money would better spent headstock type tuner would not recommend not best choice,Negative
nice little tuner small easy read use non backlit lcd display analog vu style meter extra mark plus minus cent red led light tone sharp flat green led large mark target built mic acoustic instrument mono inch phone jack electric instrument active tone switch tuning adjustable narrow range hz us pair aaa size battery pop whole case open change vision problem display might issue lcd inch long inch high like non backlit lcd display narrow viewing angle reflection issue wanted tuning didgeridus making work adequately one thing lacking disappointed frequency octave readout give note cent sharp flat not give octave number frequency sound know tuned c know exactly c probably not much issue tuning regular instrument case would handy know suppose training experience could learn tell ear learn skill asking bit much suppose inexpensive tuner trade detract usefulness tuner purpose seems work well consistent easy use compact consider average value basic well missing consider important function device may expecting much price not done exhaustive study tuner spec octave feature would make star instead three case need know actual octave frequency accuracy note tuning work quite well not expensive missing one important function,Neutral
really say tune entire arsenal cigar box guitar string strummers tacoma papoose andmy brand new laguna string getting ready make uke tune also need n one tuner buy phone korg perfecttuner korg tuner review,Positive
two tuner well known among bass instrument player able lock lowest pitch better tuner durable long battery life unlike tuner noisy environment lock higher pitch lower one plus low instrument player one problem tuner one set tune pitch tuner recognized strange excellent not perfect,Positive
tuner easy use like input jack electric guitar well acoustic make much easier first tuner long time please easy use tuner,Positive
excellent product well cushioned typical overweight american great sale price lucky timing black fully assembled get easier batman great value perfect size guitar practice strong enough,Positive
bought bench amazon warehouse deal could get prime delivery not disappointed bench sturdy comfortable cushioning thick soft item arrives flat packed adjusted correct seating height second bench looking sure serve purpose many year comfortable sturdy budget,Positive
actually like bench lot fit gear back rolling duffle style contains cable power strip etc folded leg sticking bag kt much larger seat area easier adjust depends preference suppose one smaller lighter larger easier adjust smaller stage kt plus keyboard bench,Positive
keyboard bench lower anticipated seat soft comfortable however appear hold anyone excess weight seat cushiony,Neutral
comfortable seat seems stable well made however need haul around frequently take bit time set screw open screw hold moving stability bar bottom seat also need adjust height remove entire bolt assembly seen crossing point bar select one three hole inch apart not much selection comfy not fast,Neutral
click nearly perfect height padding great lightweight without feeling cheep solid portable,Positive
bought daughter play keyboard already assembled right box seems well padded sturdy daughter like like price special deal amazon simple sturdy,Positive
assembled couple minute without need refer instruction bench comfortably padded affordable comfortable easy assemble,Positive
top line get job done abuse chair much though material look little floosy ok,Neutral
heavier fellow harder bench tried tad uncomfortable long session one hand comfortable plenty padding support fold easily look well made star complaint much nicer lot expensive option comfortable bench great price,Positive
price great selling point use acoustic guitar stage fsb guitar foot rest bought amazon well good combo lead playing longer period solidly constructed fold definitely portable great buy great value,Positive
bought restore neck ibanez ordered used knew needed tlc coat stuff neck looked played felt like factory restored year neglect minute bought though enough boy wrong enough oil last awhile make happy get new guitar feel neck month not year come wow great neck restore,Positive
got treat fretboard guitar nice airline sized bottle w safety cap prevent unintentional opening replenished dried fretboard like new condition addario delivers w lemon oil cleaner conditioner,Positive
needed fretboard cleaner something not tried used like used like,Positive
nice smell work like charm bottle probably last year good cheap price recommended purchase lemony,Positive
nice smell good maintaining wood neck guitar best used replacing string apply string nice addition guitar care,Positive
clean really good print smell nice first time using like alot since work good clean smelling,Positive
nice quality fretboard oil nice scent remember little go long way would definitely recommend worked nice maple unfinished fretboard awesome,Positive
maintain guitar regular basis since longer guitar tech everything take care fretboards finger fretboards happy good,Positive
iconic fuzz pedal yes smashing pumpkin used pedal corgan also used fender blender similar big muff octive thing going not subtle pedal cut mix well running cleanish amp find get little muddy run amp already breaking say thing fuzz pedal though not wooly splattery vintage tone like dunlop fuzz face really thing going not kind pedal keep time cool tool sonic toolbox would likely buy big muff tone wicker switch ten buck little tweekability face melting fuzz,Positive
feel strange giving classic star not large take space pedal board prefer little big muff would recommend little big muff,Neutral
played year tell right get big amp get amp split signal even want biggest amp using pedal otherwise come sounding frail instead frail bedazzled otherwise pedal conjures beastly reference couple band plugged amp played riff free drink loose woman followed shortly thereafter looking stinging yet rumbly fuzz pedal need wish went bigger amp better sound,Positive
owned pedal many year finally trading equipment produce one sound extremely well one thing sound well late early fuzz sound white room black curtain satisfaction ina gadda da vida note pedal produce good sustain really bad attack not really whole lotta love sound said one thing well range even classic rock quite limited plan cover song classic fuzz sound pedal get sound want also cover classic rock gon na need least one overdrive distortion effect one trick pony good trick,Neutral
not express sized pedal ridiculously big unnecessary lacking space pedal board u may want look elsewhere retrofit inside smaller housing please aware dimension thing soooooooooooooo hugeit sound good though though rob tone job huge warned oversized,Positive
noisy find equalize tone volume work fine bought cause gilmour us effect certainly one us must much better quality product ok get equalize tone,Neutral
pedal exactly title suggests creates huge walk smooth rich fuzz smashing pumpkin feel many different tone well frankly find good tone pedal change often anyhow amazing value welcome party pedal board p russian variant smooth rich saturated wall fuzz,Positive
opted world tour guitar gig bag hard case time son guitar hanging wall usingstring swing hardwood home studio guitar hanger shade may vary case generally good quality meet need following observation pro lightweight add lot pound still protects guitar good quality strong material stitching zipper storage pocket big enough music page pick small electronic tuner handle good hand grip handle side well padded adjustable packpack strapscons limited protection not hard case not provide much protection serious impact appearance not awe inspiring look basic world tour logo look little cheesy good choice limited light use get u recommended cfh roomy guitar case recommended,Positive
fine bag guitar got brother not music person good,Positive
know would need better unless traveled lot might need hard case one surpassed expectation month using gig bag not single problem pocket packed book tool string shoulder strap make carrying bag across town breeze great bag buck,Positive
great universal bag put everything bag string hollow body great pocket carry pick string tuner padding better expected red strip concerned color price belies quality bag,Positive
arrived schedule sturdy adequate padding protect baby three zipper pocket hold cord mics capo tuner still room key comb several gig bag favorite great gig bag,Positive
received item promised fit great yamaha acoustic electric carry care remember acoustic hollow body bust dropped great zipped pocket acoustic gig bag,Positive
case durable nice heavy duty zipper pocket storage mm perfect protect instrument travel red piping picture maroon real life durable protective case,Positive
bought hollowbody without case wanted gig bag case decided take anywhere price bag ranged double one almost four time guitar case might never actually take guitar anywhere twant spend lot price big issue guitar fit great bag well padded believe price fit bill reasonable price,Positive
purchased daughter learning play guitar needed bag protect new guitar bought bag plenty storage offer good protection guitar fit perfectly going purchase another one guitar great bag,Positive
decent quality cheap price see long last trick think odds becoming rich famous increased stand decent trick,Positive
good stable stand light strong balanced make guitar feel secure also ideal travel since folded slipped small bag great stand,Positive
favorite light weight guitar stand simple job try avoid stand lever locking mechanism neck rest pain arse trying switch guitar fly lightweight collapsible take anywhere sturdy enough normal use klutz guitar stand sufficient unless encased carbonite excellent stand price,Positive
string stand taking break practicing know case store guitar not stand easy assemble pay lot money stand job well one gigging might suggest higher priced stand occasional travel home use trick not bad stand,Positive
guitar stand not find hidden treasure not hypnotize beautiful woman not fix transmission not tell bos give raise hold onto guitar see reason put case sturdy reliable point gimmick nothing flashy guitar stand reasonably priced need one might well one soviet russia guitar stand hold,Positive
bought ridiculously low price figured get money worth regardless work fine well thought would buy studio price went nearly though bah work great studio,Positive
fair number similar tripod guitar stand cost one pet peeve u shaped support fall carry assembled stand around especially like world tour stand way u shaped piece insert make far less susceptible falling although one reviewer put minimalistic stand substantial feel quite happy purchase would buy another world tour rather one brand amazon com great job getting good quality great value,Positive
stand nice black job well also strap top holder secure guitar stand like added bonus great stand problem,Positive
bought quite guitar stand amazon past year paid expensive one cheapest one best one found yet sturdy well made fully height adjustable strong soft foam protect precious guitar getting scratched state cellulose finish damaged least let know ahead time cheap stand good thing well waste money good quality stand grab one best stand amazon best price,Positive
seems like nice product maybe something wrong get bottom guitar support lock place twist around make little hard put guitar place maybe something need differently nice stand,Neutral
got two electric bass rhythm guitar great little stand great price sturdy easy assemble adjustable suggest anyone needing guitar stand nice,Positive
ordered two stand work well definitely keep guitar lot safer leaning thing fantastic price,Positive
case arrived great condition quite roomy fit vendetta le paul two exterior pocket tool extra etc x thicker padding epiphone gig bag got lp protect keep dust away not hauling show get one nice,Positive
nice bag great feature slightly large telecaster stratocaster work fine either actually swapped another bag putting le paul jr one tele gibson bag thegibson bag really tight fit lp jr headstock world tour egd deluxe mm electric guitar gig bag,Positive
deployed middle east beat guitar pretty good world tour bag keep ax safe nice padding nice feature nice,Positive
great gig bag money padding thought would strong construction plenty place store stuff like sheet music cable carry handle shoulder strap well padded comfortable use well even reasonably water proof handling light rain shower well zero leak money best one bought amazon certainly buy future highly recommended strong light gig bag,Positive
esp guitar slanted headstock hard time fitting gig bag music store threw got guitar buying line pocket pod good studio headphone simply room left old bag found bag liked fact many front pocket really looked like would fit gear cable etc originally put wish list admit always want spend money stuff like wife ended surprising great surprise guitar fit perfectly used struggle getting guitar old gig bag zipping shut mentioned curved headstock make guitar taller old gig bag always pointed tip headstock poking would not close big close way much padding previous bag pocket oh pocket fit gear guitar cable set full size sennheiser headphone line pocket pod allen wrench tuner tremelo neatly organized separate pocket room need bag smell little funky first day stink house like reviewer mentioned open let air part house bother anyone fine day two one last thing bag handle right near headstock not know wow idea useful could tend carry guitar bag stair lot able hold two place extremely useful backpack handle option well really not recommend bag enough agree user said log little kiddie like really care bag perfect bothered padding great would not recommend bag checking bag air travel would fine use carry would not protect much checked baggage case want kind thing travel long distance guitar would use hard case seen many horror story smashed guitar airline lately hope help anyone looking gig bag ton room gear perfect bag,Positive
bag well padded backpack strap carry comfortable several pocket hold cable extra string pick much much price feel like steal people complain smell kind smell like motor oil strange around smell much bother warned though good bag,Positive
got sg style guitar fit plenty room better quality bag average bag couple comment smell like industrial rubber factory upon opening large main zipper easy close somewhat difficult unzip surprised large toothed zipper construction seems pretty good not hard case get guitar point b work fine padding sufficiently thick not paper thin bag not thick enough guitar would survive drop would get another one probably long use long term storage travel small distance otherwise get soft sided hard case new wave styrofoam case regular old hard sided case better adequate,Positive
seven use ibanez perfect anyam series guitar like bag well padded not expensive seems always back order tell popular dimension l w bout deep two large zipper head zipper go wayaround bout zipper stop entering bottom area draw back thisgig bag deeper guitar want bottom bout zipper least complete bottom areato make placing removing easier best gig bag found last year smaller bout guitar not cost much perfect smaller bout hollow semi hollow guitar,Positive
great bag regardless cost fact sell less make absolutely fantastic deal free shipping make much better unlike reviewer not noticed objectionable smell attest fact well constructed fabric heavy cordura material zipper pull heavy duty padding stiff thick enough afford solid body guitar substantial protection would estimate padding entirely concealed within cordura approximately three quarter inch thick addition main carry handle side another back top well pair backpack style strap finding convenient mean carrying guitar kind issue two zippered accessory pouch pick spare set string perhaps music also nice touch opinion bag could easily sell twice price still considered bargain cheap insurance epi le paul ii great bag,Positive
quality bag would probably cost like local music store appears well made good padding several pocket string pick cable whatever taking one star slightly bothersome smell also mentioned reviewer not terrible somehow chemical hope go away soon well padded several pocket one star weird chemical smell,Positive
bought pedaltrain pedal board individual stomp box crammed onto originally bought hosa connector high quality low profile selection length limited bought kit little trepidation proceeded board swear done minute board look awesome cable cut perfect length cable dead silent connector high quality supplied cutting tool work described thing need small tip flathead screwdriver medium size handle firmly drive locking screw cable final step could saved money bought first instead bunch random length patch cable wish bought first,Positive
good thing cable station make cable custom length neater pedal board without need solder connection place cut cable flush insert plug twisting motion turn setscrew side plug tight benefit shorting signal need find offending cable remove plug cut cable insert end back plug great right well not really far reliability go nothing really replace connection properly soldered money spend could easily get decent soldering iron old cable cheap plug radio shack practice end bulk cable connector make needed used product cut several cable different time cable constantly moved around one permanent have not given trouble experienced problem past always spare tested another annoying thing give cable connector would think connector would sufficient easier soldering yes reliable part yes continue using product yes usually spare use lazy cleartone cable website gold connector waste money asked pay extra gold plated connector thin soft gold micron flash plating look cool scrape easily brass aterial underneath stop seeing gold worn brass eventually tarnish cause crackling plug move twist socket contact true gold good conductor electricity mated gold plated socket socket inside guitar amplifier guitar not usually gold virtually benefit gold plated plug handy yes end,Neutral
tech well guitar player also spent time past teaching soldering cable seem well made good solderless connection u know lot hype really come good quality cable seems good stable connector seem connection two last time tell know hand soldered special plug good cable break use expect especially high use situation plugged unplugged often know signal clean not bleed f high critical book easy use done stage set quickly soldering love definitely use unless find longevity problem lm great option,Positive
good quality cable plug easy make custom length cable inch ft pedal board look professional uncluttered actually made room extra wire get way custom cable low price,Positive
one favorite music purchase clean gear appearance tremendously easy use lot extra cable length awesome,Positive
say started couple pedal wah board sooner later cord either way short whatever like male male offset connector bring pedal together sometimes board got odd distance kit trick truly easy use create plug bad connection redo simple way clean connection,Positive
complaint well warranted cheap unit first fumble around almost minute get open straight seems like got previously returned unit customer must bent arm wrong way along joint careful not manhandle could tell would break bent wrong way much force give felt bad return didnt want make amazon lose money weird shaped box probably cost postage send back eventually figured ft inch tall man stand tall enough opened way still inch spare wanted raise maximum look like complaining height not realize segment stretched reveal full height probably raised segment price think get pay since want stand stay bedroom home think unit suffice plan travel around getting kid year old recommend buy sturdier unit probably break short order fifteen buck plus buy new one truth flimsy piece junk okay responsible adult treat great care not child drunk fragile easy break took advice tightened adjustment knob height finger tight without great force previous reviewer attest easy strip bolt tighten careful keep mine purchase second unit would not buy one dont like flimsy junk feel even large dog could knock break dang thing good enough home usage,Neutral
bought replace folding stand not strong enough hold weight guitar book stand work great hold even largest music tab book construction much better portable stand used past two great feature really appreciate one height adjustable two tilting head tilting head real bonous portable stnad one work great price stand great buy would recommend anyone primarily guitarist stand execptional page holder tilting head height adjustability one best stand purchase guitarist make well built folding stand great guitar music tab,Positive
course stand not nearly solid feeling much heavier solid metal music stand use home twist around bit handle hand much lighter collapsible go inside practice bag instead piece furniture take another hand lug practice rehearsal want travel light stand fit bill desk angle adjustable work well large fake book single lead sheet two piece thin plexiglas cut local hardware store sandwich separate sheet music problem wind three sheet wide score never sturdiness problem stand never tip careful not tighten knob necessary set leg sturdiest position always play sitting height not consideration measured found highest elevation bottom sheet music floor plenty high even vocalist sure not impress would stand quality almost unbelievable notice negative review two three year old wonder stand design lightweight stand take care knob certainly would not call flimsy one discrepancy might important stand delivered month october not two section stand advertised one section collapse length fit practice bag actually consider plus since make quicker easier erect rehearsal bought one hisonic signature stand year back changed bit one definitely two section made top section excellent table top book stand older one also folding clip type clamp section instead turn knob screw type clamp high portability low price,Positive
may challenge assemble personally found challenge assemble wired not good putting thing together without help good product get assembled james good adjustable music stand price,Neutral
newbie violin student needed music stand purchased many thing amazon com learned trust customer review get posted remembering always crank music stand got good review say happy would recommend purchase one music stand review,Positive
stand little difficult open top get stuck turned wrong way stand collapse small black bag came like could better,Neutral
easy set use simple instruction sticker bottom soak easy week tell truly working maple wood ukulele use ukulele case,Positive
using hercos many year simple use offer banjo good humidification place herco neck section case another section head sits guitar place herco near peg head stringed instrument humidifier slip string great insurance damage instrument owing dryness good protection instrument,Positive
like humidifiers work keep instrument case upkeep minimal work string well careful easy fall case careful herco hero,Positive
stuck one guitar case keep right humidity must u dry californian seems trick,Positive
seem work think maybe mine damaged something seem absorb water get,Negative
taking lesson qualified instructor mentioned need humidifier guitar first not sure looking found product without much difficulty learned instructor small placed hole guitar definitely needed keep guitar good playing condition started looking computer page settled herco guitar humidifier recommendation thew product feel made wise choice able keep quitar playing good vibration good music herco guitar humidifier avoid guitar buster,Positive
herco jim dunlop company little humidifier suggested someone used awhile dunlop trusted brand guitar maintenance part wanted stay away typical humidifiers due tendency leak stain guitar wood used week still remians moist product came fast instruction straight forward may order another one performs well cheap hopefully effective,Positive
used use martin tube thing stick string bit pain soak drain wipe even worried dripping inside guitar much easier guitar sound great highly recommended easy work well,Positive
great slap echo sound not buy expectation act like digital delay closer reverb provides echo sound similar playing room covered tile old engineering trick great old school rock roll rockabilly chicken pickin etc fatten sound dry amp fab pedal find knob placement slightly annoying price point really make justifiable complaint construction quality somewhat cheap knob feel solid not failed year great slap back great price,Positive
pedal work depth echo expected even come close sound quality old dan echo de pedal certainly explains difference price get pay using fender eighty five solid state amp tried amp sound looking good slap echo effect would recommend spending money buy dan echo de pedal even danelectro blt slap echo pedal less expensive dan echo still sound better fab echo pedal fab echo pedal work hear definite difference without not good expected sorry bought recommend pedal much better one market shop around work,Neutral
fab pedal cheap mostly mediocre bought whim use fender tube amp work well reviewer stated pedal not good build quality seems hold okay long not abused use echo telecaster cigar box guitar vintage effect found delay work well around percent mix modulated make good mix reverb delay know would gig pedal othe fab pedal tendency step hard pedal live environment serf purpose well cheaper alot delay echo pedal need basic effect seen info modding pedal control delay may future alot pedal tried pedal jazz bass eq tinkering found good mix echo originally saw youtube video bass player using thought would good idea danelectro make higher end echo pedal probably better job delay good deal dollar cheaper electro harmonix memory boy pedal sound cool vintage vibe old amp vintage sound without vintage pedal pricing,Positive
needed one fender amp yes used spend time dialing delay pedal rockabilly blue number setting got messed well would slow show wish fender amp built amp pedal make playing rockabilly fender simple fast easy really quick setup use not delay unit not versatile either perfect rockabilly brainer great fender amp,Positive
danelectro fab series pedal offer great sound without digging budget slap echo effect pedal work great give old tube amp reverb sound would expect expensive unit fancy bell whistle good old manual adjustment let dial sound want effort series pedal fab hard plastic case less expensive hardware costly unit work quit well danelectro offer expensive unit think sound much better hardware better view go wrong product danelectro around year make great product six danelectro effect pedal work great old tube amp reverb sound great price,Positive
perfect playing rockabilly country music case made plastic seems sturdy long dont stomp hard dollar well worth price great product highly recomend slap echo,Positive
sure best echo pedal even top serf purpose fairly well stacking cheap danelectro pedal degrade tone something u live u worth taking risk imhoupdate pedal gave ghost died relatively short amount time replaced mini modtone type delay actually like dano sound better modtone slapback built way better echo pedal,Neutral
admit really curious good pedal could possibly figured would try one played danelectro stuff past baritone guitar amp many year ago remembered satisfied stuff anyway figured since pedal cheap not try know pretty decent stompbox slap echo good enhancement effect meaning isnt really top give mellow reverb ish echo not quite delay not quite reverb kind somewhere since added stompbox set little something different not bad cant speak battery life though since use adapter combo power effect kick try distortion overdrive wah anyway enjoy decent enhancement pedal great price,Positive
best pedal ever not even close exactly want simple slap back echo reverb absolutely almost always add little depth synth guitar sound give decently wet surf ish sound fast delay rockabilly sound not super versatile looking little depth color need mean come work cheap take much room pedal board price reflection quality little guy,Positive
slap back echo good price putting sounding bad danelecto product probably higher price lower price product used circuit want something reverb without slap back behringer dr use vocal guitar use rv space verb ducking also called shimmer work,Positive
bought one pedal year ago along danelectro pedal line happy sound get cool stopped working disappointed moment ordered another one next time online beat price stop working year use looking paying new pedal danelectro pedal still working fine may fluke electronics used death electrical engineer friend took pedal apart try fix decided worth taking time since could replace ordered another one definately get adapter yes casing plastic quite sturdy jump like trying put fire turning guitar effect tool musican trade not hammer nail builder think getting spot adapter chain several pedal one outlet would rather use battery pedal well suggest buying gross effect pedal made company going eat battery like stoner eats potato chip used alone effect danelectro fab slap echo effect pedal sure delight auditory kinesthesis great pedal really good price,Positive
good price effect looking bit echo amp feature due better job good price effect,Neutral
flange pedal else price really happy knew someone skilled get working inside different case shape cool feel safer metal casing button smaller thought not issue kinda easier press someone like starting get pedal price see work want invest realm would recommend great price,Positive
regen control go strong deep level rumble floor lower end fender excelsior inch speaker rattled wall sweep give cool effect notice little tone suck pedal bypassed also speed know great range second sweep super fast leslie univibe like tone depth knob job manual knob move sweep leave depth way time big deal price perfect trying discreet flanger pedal instead one built vox modeling amp deep flanger bit touchy,Positive
star plastic otherwise excellent youtube many review fab pedal great value flanger perfect great sound great price great sound great price,Positive
danelectro fab series pedal offer great sound without digging budget fab flange effect pedal work great give wobble phase shift would expect expensive unit series pedal fab hard plastic case less expensive hardware costly unit work quit well danelectro offer expensive unit think sound much better hardware better view go wrong product danelectro around year make great product six danelectro effect pedal work great pedal work good,Positive
case made plastic care taken stomping product much fun thing worth dollar paid wide sweeping flange effect great harmonic little power useage well worth investment fab flanger,Positive
fanatic fret looking shiny polished want slick bend note polish hard often steel wool wear fret micro abrasive sheet great job without harming fret watched youtube demo sold ordering think amazon best price safer better steel wool fret,Positive
fret completely whited using one sheet recommend using togheter metal cleaner return fret original factory bright incredible really clean fret,Positive
opened package first time think much cloth work great cleaning fret even cardboard template job obviously cardboard going last purchase metal template use cloth want six buck,Positive
sheet seem work fine polish fret template cut cardboard box obviously going last long also trying hold cardboard neck pain finger killing going go buy fret eraser done not fan,Negative
replace pro fret job nah said work great use time year clean fret make shiny smooth end result great quick polish,Positive
use time testing audio cable work great got metal housing seems sturdy battery last month well done behringer great little cable tester,Positive
solidly built small tester easily carried around gig bag really much way instruction led fairly well labeled straight forward enough figure supposed,Positive
band sound guy band got ta one time stress saved not depending trial error eliminate good bad cable priceless bottom line eliminate variable audio problem faster easier solve got ta one,Positive
must every gig bag checking cable keep battery tester active sure eliminates lot guess work first hint audio trouble easy use economical product save face,Positive
ever setting stage discover hum hiss box find bad intermittent calbe heart beat locate shorted xlr open ground fast go onto stage without one box work great,Positive
bought tester son use band equipment set appears well constructed help diagnose problem cable work equipment connection issue inexpensive cable tester,Positive
using tester year test xlr cable come contact work work not detect fault non intermittent one come durable enough housing compact enough take everywhere inexpensive decent quality durable,Positive
great job checking cord able eliminate lot bad cord stash test multiple type cord also nifty little tool,Positive
picked behringer ct cable tester take guesswork maintaining cable collection unit job well helped find several bad cable previously thought ok well built sturdy bottom tester sharp metal corner screw could damage wooden table suggest get adhesive rubber pad support underside although machine good accompanying documentation awful presupposes working knowledge audio equipment many user may lack example not include illustration lcd readout look cable good bad go audio engineering forum find diagram turn behringer ct inexpensive knockoff morley swizz army cable tester manual morley unit available online diagram make testing easier understand good product terrible documentation,Positive
thing test cable musician use rugged reliable simple understand price hard beat inclusive tester nice price,Positive
idiot proof compact extremely sturdy metal enclosure good quality jack simple understand led readout run aa battery feature set apart slightly cheaperpyle pro pctare test tone function sends known volume signal line helpful level adjustment long chain equipment intermittent issue indication made choose model even shortest dropout led indicate intermittent issue annoying difficult troubleshoot complaint small screw holding battery cover stripped immediately initially inserting battery like carving bar soap knife quite frustrating used dremel change phillips slotted screw managed get included belt clip attache two screw back clip block access battery compartment ridiculous luckily need clip used one screw intended clip replacement stripped battery cover screw rubber foot bottom metal enclosure battery cover screw sliding around marring whatever sits stuck purposed rubber foot bottom problem solving situation mentioned thing star product bad go extra step make star box good value,Positive
price worth guess want try go got sound nice add cool tone setup playing expensive chorus pedal would suggest saving really need chorus pedal price not bad oh casing like wimpy plastic knife plastic pretty durable albeit throw concrete expect great result could stand stomp hair metal clean tone hue,Positive
mean paid pedal want buy bos time price want behringer twice price supposed cheap look home garage entertainment good enough trying pedal buy pedal brand know like going buy distortion red one sad make noise gate something similar would top deal allright,Positive
chorus subtle seems lacking subtle really weak compared classic rich ibanez chorus not enough umph,Negative
effect self fine noisy even though u dime price product u get u pay noisy,Neutral
puppy sound fantastic control allow effect adjusted faint top chorus deep intense sound control front plug little tight adjusting knob reasonable pricing us v battery v adaptor retro look old school sound perfect great chorus sound little cash,Positive
fast delivery work perfectly danelectro effect pedal hard say prefer cause individual distinct sound partial chorus good item chorus pedal right,Positive
plastic star deduction case pleased overall effect take another planet sound set middle clock pedal awesome really appealing several combination excellent check youtube plenty great price pedal highly recommend,Positive
many time tweak chorus pedal hour end decided need chorus pedal not like not much tweak chorus great sweetens clean make blue sound groovy fattens power chord even like bass great chorus not much tweak guy like chorus love pedal,Positive
danelectro fab series pedal offer great sound without digging budget chorus effect pedal work great give soft phase shift would expect expensive unit series pedal fab hard plastic case less expensive hardware costly unit work quit well danelectro offer expensive unit think sound much better hardware better view go wrong product danelectro around year make great product six danelectro effect pedal work great great inexpensive effect pedal danelectro,Positive
yes pedal made plastic yes inexpensive fooled unless really mash switch button like idiot torque battery cover screw hard screw driver strip plastic thread pretty tough durable chorus effect plenty adjustment tone depth may not bos pedal getting tremendous value sound good impressed inexpensive pedal hobbyist guitar player not want invest hundred dollar multiple effect pedal plus associated cable power adapter amount could buy one bos high quality pedal would also recommend buying danelectrode v power adapter use multiple pedal also buy gang power cable daisy chain pedal power supply make pedal board multiple danelectro pedal clean way tie together also bought short inch instrument cable daisy chained pedal input output together mixed effect one independently pedal used almost daily couple month not one issue date guitar player friend tried mine also impressed absolutely star value exceptional value,Positive
got little guy last night use squier tele custom ii hooked played around really impressed quality effect get nearly pocket change also digitech rp multiple effect including different type chorus fab chorus sound better rp chorus setting looking forward laying cool track using tele applause acoustic electric squier vintage modified bass guitar like folk bought product likely getting danelectro fab box dan electrode power supply beat value dollar ratio,Positive
